id_invoice,tanggal,id_barang,nama_barang,harga,unit,jumlah_barang,mata_uang,kode_barang,brand_id,kode_lini,lini,id_customer,nama,cabang_sales,id_cabang_sale,id_distributor,grup
IN6093,2022-05-29,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648,DUS,13,IDR,BRG0005,BRND005,203,SLCYL,CUST55674,"KLINIK GM",Jakarta,CAB03,TD,Klinik
IN6094,2022-05-02,BRG0001,"ACYCLOVIR DUS",1170,DUS,67,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55710,"APOTEK TAPAK",Aceh,CAB01,EPM,Apotek
IN6095,2022-01-27,BRG0009,"AMBROXOL HC",5781,DUS,5,IDR,BRG0009,BRND009,207,VNS,CUST55478,"APOTEK MAJA",Kuningan,CAB02,TD,Apotek
IN6096,2022-02-19,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,25,IDR,BRG0002,BRND002,203,ETIKAL,CUST55561,"APOTEK MAJA",Kuningan,CAB02,EPM,Apotek
IN6097,2022-04-30,BRG0009,"AMBROXOL HC",5781,DUS,100,IDR,BRG0009,BRND009,207,VNS,CUST55718,"APOTEK MAJA",Kuningan,CAB02,TD,Apotek
IN6098,2022-03-29,BRG0010,PARACETAMOL,6940,DUS,19,IDR,BRG0010,BRND010,208,SLCYL,CUST55599,"KLINIK GM",Jakarta,CAB03,EPM,Klinik
IN6099,2022-01-30,BRG0008,"TETRACYCLINE KAPSUL 250 MG",3992,DUS,5,IDR,BRG0008,BRND008,204,MARCKS,CUST55457,"KLINIK GM",Jakarta,CAB03,EPM,Klinik
IN6100,2022-06-01,BRG0002,"ALERGINE TABLET SALUT",3992,DUS,9,IDR,BRG0002,BRND008,203,MARCKS,CUST55677,"APOTEK SINAR JAYA",Bekasi,CAB06,TD,Apotek
IN6101,2022-04-30,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,20,IDR,BRG0004,BRND004,201,VNS,CUST55723,"APOTEK SAHABAT",Padang,CAB07,EPM,Apotek
IN6102,2022-01-31,BRG0003,AMPICILLIN,10691,DUS,11,IDR,BRG0003,BRND003,210,MARCKS,CUST55392,"APOTEK SINAR JAYA",Bekasi,CAB06,TA,Apotek
IN6103,2022-01-27,BRG0001,"ACYCLOVIR DUS",4592,DUS,15,IDR,BRG0001,BRND007,206,ETIKAL,CUST55496,"KLINIK SAHABAT",Tangerang,CAB05,TA,Klinik
IN6104,2022-01-30,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,45,IDR,BRG0004,BRND004,201,VNS,CUST55433,"APOTEK MAJA",Kuningan,CAB02,EPM,Apotek
IN6105,2022-05-02,BRG0001,"ACYCLOVIR DUS",1170,DUS,21,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55700,"APOTEK SINAR JAYA",Bekasi,CAB06,EPM,Apotek
IN6106,2022-04-30,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,4,IDR,BRG0004,BRND004,201,VNS,CUST55713,"APOTEK MERDEKA",Bandung,CAB04,EPM,Apotek
IN6107,2022-01-30,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,24,IDR,BRG0002,BRND002,203,ETIKAL,CUST55511,"KLINIK SAHABAT",Tangerang,CAB05,EPM,Klinik
IN6108,2022-01-30,BRG0004,"TRAMADOL KAPSUL 50 MG",6940,DUS,21,IDR,BRG0004,BRND010,201,SLCYL,CUST55409,"KLINIK DR. ANDRI",Lampung,CAB08,TA,Klinik
IN6109,2022-06-16,BRG0003,AMPICILLIN,10691,DUS,12,IDR,BRG0003,BRND003,210,MARCKS,CUST55702,"APOTEK TAPAK",Aceh,CAB01,TA,Apotek
IN6110,2022-03-06,BRG0007,"ERGOTAMINE COFFEINE",4592,DUS,9,IDR,BRG0007,BRND007,206,ETIKAL,CUST55576,"APOTEK MAJA",Kuningan,CAB02,TD,Apotek
IN6111,2022-05-26,BRG0008,"TETRACYCLINE KAPSUL 250 MG",3992,DUS,12,IDR,BRG0008,BRND008,204,MARCKS,CUST55657,"APOTEK TAPAK",Aceh,CAB01,TD,Apotek
IN6112,2022-05-03,BRG0007,"ERGOTAMINE COFFEINE",4592,DUS,34,IDR,BRG0007,BRND007,206,ETIKAL,CUST55726,"APOTEK MAJA",Kuningan,CAB02,TA,Apotek
IN6113,2022-01-27,BRG0001,"ACYCLOVIR DUS",1170,DUS,12,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55400,"APOTEK SINAR JAYA",Bekasi,CAB06,TD,Apotek
IN6114,2022-02-27,BRG0010,PARACETAMOL,6940,DUS,98,IDR,BRG0010,BRND010,208,SLCYL,CUST55569,"KLINIK GM",Jakarta,CAB03,TD,Klinik
IN6115,2022-05-03,BRG0007,"ERGOTAMINE COFFEINE",4592,DUS,10,IDR,BRG0007,BRND007,206,ETIKAL,CUST55716,"APOTEK SAHABAT",Padang,CAB07,TA,Apotek
IN6116,2022-01-28,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,67,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55455,"APOTEK TAPAK",Aceh,CAB01,TD,Apotek
IN6117,2022-05-22,BRG0008,"TETRACYCLINE KAPSUL 250 MG",3992,DUS,5,IDR,BRG0008,BRND008,204,MARCKS,CUST55667,"KLINIK GM",Jakarta,CAB03,TD,Klinik
IN6118,2022-01-27,BRG0003,AMPICILLIN,10691,DUS,19,IDR,BRG0003,BRND003,210,MARCKS,CUST55502,"KLINIK GM",Jakarta,CAB03,TD,Klinik
IN6119,2022-01-28,BRG0010,PARACETAMOL,6940,DUS,14,IDR,BRG0010,BRND010,208,SLCYL,CUST55449,"KLINIK GM",Jakarta,CAB03,TA,Klinik
IN6120,2022-02-01,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,14,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55465,"APOTEK MERDEKA",Bandung,CAB04,TD,Apotek
IN6121,2022-05-21,BRG0007,"ERGOTAMINE COFFEINE",4592,DUS,98,IDR,BRG0007,BRND007,206,ETIKAL,CUST55666,"APOTEK MAJA",Kuningan,CAB02,EPM,Apotek
IN6122,2022-01-30,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,21,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55445,"APOTEK SINAR JAYA",Bekasi,CAB06,TD,Apotek
IN6123,2022-06-16,BRG0008,"TETRACYCLINE KAPSUL 250 MG",3992,DUS,12,IDR,BRG0008,BRND008,204,MARCKS,CUST55697,"KLINIK GM",Jakarta,CAB03,TD,Klinik
IN6124,2022-01-27,BRG0003,AMPICILLIN,10691,DUS,95,IDR,BRG0003,BRND003,210,MARCKS,CUST55442,"KLINIK GM",Jakarta,CAB03,TA,Klinik
IN6125,2022-01-23,BRG0003,AMPICILLIN,10691,DUS,14,IDR,BRG0003,BRND003,210,MARCKS,CUST55402,"APOTEK TAPAK",Aceh,CAB01,TA,Apotek
IN6126,2022-04-23,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648,DUS,45,IDR,BRG0005,BRND005,203,SLCYL,CUST55624,"KLINIK SAHABAT",Tangerang,CAB05,TD,Klinik
IN6127,2022-04-24,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,34,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55625,"APOTEK SINAR JAYA",Bekasi,CAB06,TA,Apotek
IN6128,2022-02-01,BRG0008,"TETRACYCLINE KAPSUL 250 MG",3992,DUS,79,IDR,BRG0008,BRND008,204,MARCKS,CUST55537,"APOTEK TAPAK",Aceh,CAB01,TA,Apotek
IN6129,2022-02-14,BRG0001,"ACYCLOVIR DUS",4592,DUS,8,IDR,BRG0001,BRND007,206,ETIKAL,CUST55556,"KLINIK SAHABAT",Tangerang,CAB05,TD,Klinik
IN6130,2022-01-31,BRG0009,"AMBROXOL HC",5781,DUS,5,IDR,BRG0009,BRND009,207,VNS,CUST55518,"APOTEK MERDEKA",Bandung,CAB04,EPM,Apotek
IN6131,2022-01-27,BRG0009,"AMBROXOL HC",5781,DUS,10,IDR,BRG0009,BRND009,207,VNS,CUST55418,"APOTEK MAJA",Kuningan,CAB02,TD,Apotek
IN6132,2022-04-30,BRG0003,AMPICILLIN,5781,DUS,12,IDR,BRG0003,BRND009,210,VNS,CUST55708,"APOTEK SAHABAT",Padang,CAB07,TD,Apotek
IN6133,2022-02-01,BRG0010,PARACETAMOL,6940,DUS,78,IDR,BRG0010,BRND010,208,SLCYL,CUST55429,"KLINIK SAHABAT",Tangerang,CAB05,TA,Klinik
IN6134,2022-02-01,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,12,IDR,BRG0002,BRND002,203,ETIKAL,CUST55441,"APOTEK MAJA",Kuningan,CAB02,TD,Apotek
IN6135,2022-02-08,BRG0001,"ACYCLOVIR DUS",1170,DUS,12,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55550,"APOTEK SINAR JAYA",Bekasi,CAB06,TA,Apotek
IN6136,2022-01-27,BRG0001,"ACYCLOVIR DUS",4592,DUS,78,IDR,BRG0001,BRND007,206,ETIKAL,CUST55526,"KLINIK SAHABAT",Tangerang,CAB05,TD,Klinik
IN6137,2022-03-03,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,9,IDR,BRG0004,BRND004,201,VNS,CUST55573,"APOTEK SAHABAT",Padang,CAB07,TD,Apotek
IN6138,2022-04-18,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,10,IDR,BRG0002,BRND002,203,ETIKAL,CUST55661,"KLINIK SAHABAT",Tangerang,CAB05,TD,Klinik
IN6139,2022-04-22,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,78,IDR,BRG0004,BRND004,201,VNS,CUST55623,"APOTEK MERDEKA",Bandung,CAB04,TD,Apotek
IN6140,2022-03-25,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,25,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55595,"APOTEK SINAR JAYA",Bekasi,CAB06,EPM,Apotek
IN6141,2022-01-28,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,25,IDR,BRG0002,BRND002,203,ETIKAL,CUST55401,"APOTEK SAHABAT",Padang,CAB07,TD,Apotek
IN6142,2022-05-01,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648,DUS,45,IDR,BRG0005,BRND005,203,SLCYL,CUST55724,"KLINIK DR. ANDRI",Lampung,CAB08,TD,Klinik
IN6143,2022-05-02,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,24,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55705,"APOTEK MERDEKA",Bandung,CAB04,TD,Apotek
IN6144,2022-01-22,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,13,IDR,BRG0004,BRND004,201,VNS,CUST55383,"APOTEK MERDEKA",Bandung,CAB04,EPM,Apotek
IN6145,2022-04-20,BRG0003,AMPICILLIN,10691,DUS,25,IDR,BRG0003,BRND003,210,MARCKS,CUST55642,"APOTEK TAPAK",Aceh,CAB01,EPM,Apotek
IN6146,2022-01-27,BRG0003,AMPICILLIN,10691,DUS,25,IDR,BRG0003,BRND003,210,MARCKS,CUST55412,"KLINIK GM",Jakarta,CAB03,TA,Klinik
IN6147,2022-02-13,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,4,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55555,"APOTEK MERDEKA",Bandung,CAB04,EPM,Apotek
IN6148,2022-01-31,BRG0007,"ERGOTAMINE COFFEINE",4592,DUS,9,IDR,BRG0007,BRND007,206,ETIKAL,CUST55476,"APOTEK SAHABAT",Padang,CAB07,TA,Apotek
IN6149,2022-03-20,BRG0001,"ACYCLOVIR DUS",1170,DUS,14,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55590,"APOTEK TAPAK",Aceh,CAB01,TD,Apotek
IN6150,2022-05-20,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,5,IDR,BRG0002,BRND002,203,ETIKAL,CUST55651,"APOTEK MAJA",Kuningan,CAB02,TD,Apotek
IN6151,2022-05-02,BRG0001,"ACYCLOVIR DUS",1170,DUS,78,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55720,"APOTEK MERDEKA",Bandung,CAB04,EPM,Apotek
IN6152,2022-01-31,BRG0003,AMPICILLIN,10691,DUS,10,IDR,BRG0003,BRND003,210,MARCKS,CUST55512,"APOTEK SINAR JAYA",Bekasi,CAB06,TD,Apotek
IN6153,2022-03-27,BRG0008,"TETRACYCLINE KAPSUL 250 MG",3992,DUS,18,IDR,BRG0008,BRND008,204,MARCKS,CUST55597,"APOTEK TAPAK",Aceh,CAB01,TD,Apotek
IN6154,2022-04-19,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,12,IDR,BRG0002,BRND002,203,ETIKAL,CUST55641,"APOTEK SAHABAT",Padang,CAB07,TA,Apotek
IN6155,2022-01-21,BRG0003,AMPICILLIN,10691,DUS,9,IDR,BRG0003,BRND003,210,MARCKS,CUST55382,"KLINIK GM",Jakarta,CAB03,TA,Klinik
IN6156,2022-04-07,BRG0009,"AMBROXOL HC",5781,DUS,24,IDR,BRG0009,BRND009,207,VNS,CUST55608,"APOTEK MERDEKA",Bandung,CAB04,TA,Apotek
IN6157,2022-04-12,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,67,IDR,BRG0004,BRND004,201,VNS,CUST55613,"APOTEK MAJA",Kuningan,CAB02,TD,Apotek
IN6158,2022-05-01,BRG0010,PARACETAMOL,6940,DUS,14,IDR,BRG0010,BRND010,208,SLCYL,CUST55699,"KLINIK SAHABAT",Tangerang,CAB05,TA,Klinik
IN6159,2022-06-13,BRG0010,PARACETAMOL,6940,DUS,67,IDR,BRG0010,BRND010,208,SLCYL,CUST55689,"KLINIK GM",Jakarta,CAB03,TA,Klinik
IN6160,2022-05-27,BRG0003,AMPICILLIN,10691,DUS,5,IDR,BRG0003,BRND003,210,MARCKS,CUST55672,"APOTEK TAPAK",Aceh,CAB01,TA,Apotek
IN6161,2022-01-27,BRG0001,"ACYCLOVIR DUS",4592,DUS,24,IDR,BRG0001,BRND007,206,ETIKAL,CUST55466,"KLINIK SAHABAT",Tangerang,CAB05,TA,Klinik
IN6162,2022-01-28,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,12,IDR,BRG0004,BRND004,201,VNS,CUST55503,"APOTEK MERDEKA",Bandung,CAB04,TA,Apotek
IN6163,2022-01-30,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,5,IDR,BRG0002,BRND002,203,ETIKAL,CUST55421,"KLINIK SAHABAT",Tangerang,CAB05,TD,Klinik
IN6164,2022-03-08,BRG0009,"AMBROXOL HC",5781,DUS,1,IDR,BRG0009,BRND009,207,VNS,CUST55578,"APOTEK MERDEKA",Bandung,CAB04,EPM,Apotek
IN6165,2022-06-16,BRG0003,AMPICILLIN,10691,DUS,34,IDR,BRG0003,BRND003,210,MARCKS,CUST55722,"APOTEK SINAR JAYA",Bekasi,CAB06,TA,Apotek
IN6166,2022-05-30,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,1,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55675,"APOTEK MERDEKA",Bandung,CAB04,TA,Apotek
IN6167,2022-01-28,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,12,IDR,BRG0002,BRND002,203,ETIKAL,CUST55491,"APOTEK SAHABAT",Padang,CAB07,EPM,Apotek
IN6168,2022-05-13,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648,DUS,24,IDR,BRG0005,BRND005,203,SLCYL,CUST55644,"KLINIK GM",Jakarta,CAB03,TD,Klinik
IN6169,2022-05-20,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,67,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55665,"APOTEK TAPAK",Aceh,CAB01,TA,Apotek
IN6170,2022-01-30,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,14,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55505,"APOTEK SINAR JAYA",Bekasi,CAB06,TD,Apotek
IN6171,2022-02-03,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,25,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55545,"APOTEK TAPAK",Aceh,CAB01,EPM,Apotek
IN6172,2022-01-28,BRG0002,"ALERGINE TABLET SALUT",3992,DUS,12,IDR,BRG0002,BRND008,203,MARCKS,CUST55497,"APOTEK SINAR JAYA",Bekasi,CAB06,EPM,Apotek
IN6173,2022-01-27,BRG0001,"ACYCLOVIR DUS",4592,DUS,12,IDR,BRG0001,BRND007,206,ETIKAL,CUST55406,"KLINIK SAHABAT",Tangerang,CAB05,EPM,Klinik
IN6174,2022-04-17,BRG0003,AMPICILLIN,5781,DUS,9,IDR,BRG0003,BRND009,210,VNS,CUST55618,"APOTEK SAHABAT",Padang,CAB07,TA,Apotek
IN6175,2022-01-31,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648,DUS,18,IDR,BRG0005,BRND005,203,SLCYL,CUST55404,"KLINIK GM",Jakarta,CAB03,TD,Klinik
IN6176,2022-01-30,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,18,IDR,BRG0004,BRND004,201,VNS,CUST55403,"APOTEK MAJA",Kuningan,CAB02,EPM,Apotek
IN6177,2022-03-15,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,17,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55585,"APOTEK MERDEKA",Bandung,CAB04,EPM,Apotek
IN6178,2022-05-02,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,18,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55695,"APOTEK TAPAK",Aceh,CAB01,TA,Apotek
IN6179,2022-05-24,BRG0010,PARACETAMOL,6940,DUS,8,IDR,BRG0010,BRND010,208,SLCYL,CUST55669,"KLINIK SAHABAT",Tangerang,CAB05,EPM,Klinik
IN6180,2022-04-13,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648,DUS,98,IDR,BRG0005,BRND005,203,SLCYL,CUST55614,"KLINIK GM",Jakarta,CAB03,TA,Klinik
IN6181,2022-02-07,BRG0010,PARACETAMOL,6940,DUS,130,IDR,BRG0010,BRND010,208,SLCYL,CUST55549,"KLINIK SAHABAT",Tangerang,CAB05,TD,Klinik
IN6182,2022-03-07,BRG0008,"TETRACYCLINE KAPSUL 250 MG",3992,DUS,13,IDR,BRG0008,BRND008,204,MARCKS,CUST55577,"KLINIK GM",Jakarta,CAB03,TA,Klinik
IN6183,2022-01-23,BRG0003,AMPICILLIN,5781,DUS,25,IDR,BRG0003,BRND009,210,VNS,CUST55498,"APOTEK SAHABAT",Padang,CAB07,TD,Apotek
IN6184,2022-01-28,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,25,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55395,"APOTEK TAPAK",Aceh,CAB01,TA,Apotek
IN6185,2022-02-01,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,9,IDR,BRG0004,BRND004,201,VNS,CUST55483,"APOTEK SAHABAT",Padang,CAB07,TA,Apotek
IN6186,2022-01-31,BRG0001,"ACYCLOVIR DUS",1170,DUS,18,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55500,"APOTEK TAPAK",Aceh,CAB01,TA,Apotek
IN6187,2022-04-05,BRG0007,"ERGOTAMINE COFFEINE",4592,DUS,25,IDR,BRG0007,BRND007,206,ETIKAL,CUST55606,"APOTEK MAJA",Kuningan,CAB02,TD,Apotek
IN6188,2022-01-27,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648,DUS,10,IDR,BRG0005,BRND005,203,SLCYL,CUST55454,"KLINIK DR. ANDRI",Lampung,CAB08,TD,Klinik
IN6189,2022-03-04,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648,DUS,1,IDR,BRG0005,BRND005,203,SLCYL,CUST55574,"KLINIK DR. ANDRI",Lampung,CAB08,TA,Klinik
IN6190,2022-01-23,BRG0001,"ACYCLOVIR DUS",1170,DUS,2,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55390,"APOTEK MERDEKA",Bandung,CAB04,TD,Apotek
IN6191,2022-01-31,BRG0003,AMPICILLIN,10691,DUS,4,IDR,BRG0003,BRND003,210,MARCKS,CUST55422,"APOTEK SINAR JAYA",Bekasi,CAB06,TA,Apotek
IN6192,2022-05-14,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,10,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55645,"APOTEK MERDEKA",Bandung,CAB04,TA,Apotek
IN6193,2022-03-18,BRG0003,AMPICILLIN,5781,DUS,12,IDR,BRG0003,BRND009,210,VNS,CUST55588,"APOTEK SAHABAT",Padang,CAB07,EPM,Apotek
IN6194,2022-04-18,BRG0009,"AMBROXOL HC",5781,DUS,25,IDR,BRG0009,BRND009,207,VNS,CUST55658,"APOTEK MAJA",Kuningan,CAB02,TA,Apotek
IN6195,2022-01-31,BRG0009,"AMBROXOL HC",5781,DUS,67,IDR,BRG0009,BRND009,207,VNS,CUST55398,"APOTEK MERDEKA",Bandung,CAB04,TA,Apotek
IN6196,2022-01-31,BRG0001,"ACYCLOVIR DUS",1170,DUS,45,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55530,"APOTEK TAPAK",Aceh,CAB01,TA,Apotek
IN6197,2022-04-29,BRG0001,"ACYCLOVIR DUS",1170,DUS,34,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55630,"APOTEK MERDEKA",Bandung,CAB04,TD,Apotek
IN6198,2022-06-04,BRG0001,"ACYCLOVIR DUS",1170,DUS,4,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55680,"APOTEK TAPAK",Aceh,CAB01,EPM,Apotek
IN6199,2022-01-28,BRG0010,PARACETAMOL,6940,DUS,25,IDR,BRG0010,BRND010,208,SLCYL,CUST55509,"KLINIK GM",Jakarta,CAB03,TD,Klinik
IN6200,2022-01-28,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,5,IDR,BRG0004,BRND004,201,VNS,CUST55473,"APOTEK MERDEKA",Bandung,CAB04,TA,Apotek
IN6201,2022-05-23,BRG0009,"AMBROXOL HC",5781,DUS,4,IDR,BRG0009,BRND009,207,VNS,CUST55668,"APOTEK MERDEKA",Bandung,CAB04,TA,Apotek
IN6202,2022-01-23,BRG0003,AMPICILLIN,5781,DUS,34,IDR,BRG0003,BRND009,210,VNS,CUST55528,"APOTEK SAHABAT",Padang,CAB07,EPM,Apotek
IN6203,2022-01-31,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648,DUS,100,IDR,BRG0005,BRND005,203,SLCYL,CUST55524,"KLINIK GM",Jakarta,CAB03,EPM,Klinik
IN6204,2022-06-16,BRG0008,"TETRACYCLINE KAPSUL 250 MG",3992,DUS,34,IDR,BRG0008,BRND008,204,MARCKS,CUST55727,"KLINIK GM",Jakarta,CAB03,EPM,Klinik
IN6205,2022-01-27,BRG0001,"ACYCLOVIR DUS",1170,DUS,8,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55520,"APOTEK SINAR JAYA",Bekasi,CAB06,TA,Apotek
IN6206,2022-03-12,BRG0003,AMPICILLIN,10691,DUS,23,IDR,BRG0003,BRND003,210,MARCKS,CUST55582,"APOTEK TAPAK",Aceh,CAB01,EPM,Apotek
IN6207,2022-04-04,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,12,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55605,"APOTEK TAPAK",Aceh,CAB01,EPM,Apotek
IN6208,2022-01-30,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,8,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55475,"APOTEK SINAR JAYA",Bekasi,CAB06,TD,Apotek
IN6209,2022-03-16,BRG0001,"ACYCLOVIR DUS",4592,DUS,11,IDR,BRG0001,BRND007,206,ETIKAL,CUST55586,"KLINIK SAHABAT",Tangerang,CAB05,TD,Klinik
IN6210,2022-01-23,BRG0007,"ERGOTAMINE COFFEINE",4592,DUS,4,IDR,BRG0007,BRND007,206,ETIKAL,CUST55486,"APOTEK MAJA",Kuningan,CAB02,TA,Apotek
