id_invoice,tanggal,id_barang,nama_barang,harga,unit,jumlah_barang,mata_uang,kode_barang,brand_id,kode_lini,lini,id_customer,nama,cabang_sales,id_cabang_sale,id_distributor,grup
IN6211,2022-02-01,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,18,IDR,BRG0002,BRND002,203,ETIKAL,CUST55501,"APOTEK MAJA",Kuningan,CAB02,EPM,Apotek
IN6212,2022-06-05,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,2,IDR,BRG0002,BRND002,203,ETIKAL,CUST55681,"APOTEK MAJA",Kuningan,CAB02,TD,Apotek
IN6213,2022-05-03,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,22,IDR,BRG0002,BRND002,203,ETIKAL,CUST55701,"APOTEK SAHABAT",Padang,CAB07,TD,Apotek
IN6214,2022-01-28,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,21,IDR,BRG0002,BRND002,203,ETIKAL,CUST55461,"APOTEK SAHABAT",Padang,CAB07,TD,Apotek
IN6215,2022-01-23,BRG0001,"ACYCLOVIR DUS",1170,DUS,14,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55510,"APOTEK MERDEKA",Bandung,CAB04,TA,Apotek
IN6216,2022-01-23,BRG0007,"ERGOTAMINE COFFEINE",4592,DUS,98,IDR,BRG0007,BRND007,206,ETIKAL,CUST55456,"APOTEK MAJA",Kuningan,CAB02,TA,Apotek
IN6217,2022-01-23,BRG0003,AMPICILLIN,5781,DUS,5,IDR,BRG0003,BRND009,210,VNS,CUST55438,"APOTEK SAHABAT",Padang,CAB07,TD,Apotek
IN6218,2022-04-17,BRG0010,PARACETAMOL,6940,DUS,21,IDR,BRG0010,BRND010,208,SLCYL,CUST55639,"KLINIK SAHABAT",Tangerang,CAB05,EPM,Klinik
IN6219,2022-01-27,BRG0001,"ACYCLOVIR DUS",4592,DUS,34,IDR,BRG0001,BRND007,206,ETIKAL,CUST55436,"KLINIK SAHABAT",Tangerang,CAB05,TA,Klinik
IN6220,2022-01-23,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648,DUS,48,IDR,BRG0005,BRND005,203,SLCYL,CUST55444,"KLINIK SAHABAT",Tangerang,CAB05,TD,Klinik
IN6221,2022-01-23,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648,DUS,25,IDR,BRG0005,BRND005,203,SLCYL,CUST55504,"KLINIK SAHABAT",Tangerang,CAB05,EPM,Klinik
IN6222,2022-06-02,BRG0003,AMPICILLIN,5781,DUS,1,IDR,BRG0003,BRND009,210,VNS,CUST55678,"APOTEK SAHABAT",Padang,CAB07,TD,Apotek
IN6223,2022-05-02,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,6,IDR,BRG0004,BRND004,201,VNS,CUST55633,"APOTEK SAHABAT",Padang,CAB07,TD,Apotek
IN6224,2022-02-17,BRG0004,"TRAMADOL KAPSUL 50 MG",6940,DUS,22,IDR,BRG0004,BRND010,201,SLCYL,CUST55559,"KLINIK DR. ANDRI",Lampung,CAB08,TD,Klinik
IN6225,2022-04-30,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,44,IDR,BRG0002,BRND002,203,ETIKAL,CUST55631,"KLINIK SAHABAT",Tangerang,CAB05,TA,Klinik
IN6226,2022-01-31,BRG0007,"ERGOTAMINE COFFEINE",4592,DUS,23,IDR,BRG0007,BRND007,206,ETIKAL,CUST55416,"APOTEK SAHABAT",Padang,CAB07,EPM,Apotek
IN6227,2022-04-10,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,12,IDR,BRG0002,BRND002,203,ETIKAL,CUST55611,"APOTEK SAHABAT",Padang,CAB07,TA,Apotek
IN6228,2022-01-27,BRG0009,"AMBROXOL HC",5781,DUS,12,IDR,BRG0009,BRND009,207,VNS,CUST55508,"APOTEK MAJA",Kuningan,CAB02,TD,Apotek
IN6229,2022-03-05,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,5,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55575,"APOTEK TAPAK",Aceh,CAB01,EPM,Apotek
IN6230,2022-01-28,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,14,IDR,BRG0004,BRND004,201,VNS,CUST55413,"APOTEK MERDEKA",Bandung,CAB04,EPM,Apotek
IN6231,2022-02-21,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,24,IDR,BRG0004,BRND004,201,VNS,CUST55563,"APOTEK MERDEKA",Bandung,CAB04,TD,Apotek
IN6232,2022-04-08,BRG0010,PARACETAMOL,6940,DUS,10,IDR,BRG0010,BRND010,208,SLCYL,CUST55609,"KLINIK SAHABAT",Tangerang,CAB05,EPM,Klinik
IN6233,2022-01-23,BRG0001,"ACYCLOVIR DUS",1170,DUS,24,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55450,"APOTEK MERDEKA",Bandung,CAB04,EPM,Apotek
IN6234,2022-02-10,BRG0003,AMPICILLIN,10691,DUS,67,IDR,BRG0003,BRND003,210,MARCKS,CUST55552,"APOTEK TAPAK",Aceh,CAB01,TD,Apotek
IN6235,2022-01-30,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,10,IDR,BRG0002,BRND002,203,ETIKAL,CUST55451,"KLINIK SAHABAT",Tangerang,CAB05,TD,Klinik
IN6236,2022-06-08,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648,DUS,12,IDR,BRG0005,BRND005,203,SLCYL,CUST55684,"KLINIK SAHABAT",Tangerang,CAB05,TD,Klinik
IN6237,2022-04-18,BRG0004,"TRAMADOL KAPSUL 50 MG",6940,DUS,10,IDR,BRG0004,BRND010,201,SLCYL,CUST55619,"KLINIK DR. ANDRI",Lampung,CAB08,EPM,Klinik
IN6238,2022-01-27,BRG0001,"ACYCLOVIR DUS",1170,DUS,9,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55460,"APOTEK SINAR JAYA",Bekasi,CAB06,EPM,Apotek
IN6239,2022-03-02,BRG0003,AMPICILLIN,10691,DUS,8,IDR,BRG0003,BRND003,210,MARCKS,CUST55572,"APOTEK SINAR JAYA",Bekasi,CAB06,EPM,Apotek
IN6240,2022-01-30,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,48,IDR,BRG0002,BRND002,203,ETIKAL,CUST55541,"KLINIK SAHABAT",Tangerang,CAB05,EPM,Klinik
IN6241,2022-01-31,BRG0001,"ACYCLOVIR DUS",1170,DUS,79,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55440,"APOTEK TAPAK",Aceh,CAB01,EPM,Apotek
IN6242,2022-01-23,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648,DUS,44,IDR,BRG0005,BRND005,203,SLCYL,CUST55534,"KLINIK SAHABAT",Tangerang,CAB05,EPM,Klinik
IN6243,2022-02-01,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,67,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55525,"APOTEK MERDEKA",Bandung,CAB04,TD,Apotek
IN6244,2022-01-31,BRG0003,AMPICILLIN,10691,DUS,21,IDR,BRG0003,BRND003,210,MARCKS,CUST55542,"APOTEK SINAR JAYA",Bekasi,CAB06,TD,Apotek
IN6245,2022-01-30,BRG0008,"TETRACYCLINE KAPSUL 250 MG",3992,DUS,34,IDR,BRG0008,BRND008,204,MARCKS,CUST55397,"KLINIK GM",Jakarta,CAB03,TD,Klinik
IN6246,2022-01-28,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,34,IDR,BRG0004,BRND004,201,VNS,CUST55533,"APOTEK MERDEKA",Bandung,CAB04,TA,Apotek
IN6247,2022-01-28,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,10,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55425,"APOTEK TAPAK",Aceh,CAB01,TA,Apotek
IN6248,2022-01-30,BRG0008,"TETRACYCLINE KAPSUL 250 MG",3992,DUS,100,IDR,BRG0008,BRND008,204,MARCKS,CUST55427,"KLINIK GM",Jakarta,CAB03,TD,Klinik
IN6249,2022-04-30,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,25,IDR,BRG0004,BRND004,201,VNS,CUST55703,"APOTEK MAJA",Kuningan,CAB02,EPM,Apotek
IN6250,2022-03-17,BRG0002,"ALERGINE TABLET SALUT",3992,DUS,12,IDR,BRG0002,BRND008,203,MARCKS,CUST55587,"APOTEK SINAR JAYA",Bekasi,CAB06,TA,Apotek
IN6251,2022-01-23,BRG0008,"TETRACYCLINE KAPSUL 250 MG",3992,DUS,1,IDR,BRG0008,BRND008,204,MARCKS,CUST55387,"APOTEK TAPAK",Aceh,CAB01,TD,Apotek
IN6252,2022-05-18,BRG0004,"TRAMADOL KAPSUL 50 MG",6940,DUS,67,IDR,BRG0004,BRND010,201,SLCYL,CUST55649,"KLINIK DR. ANDRI",Lampung,CAB08,EPM,Klinik
IN6253,2022-01-28,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,34,IDR,BRG0002,BRND002,203,ETIKAL,CUST55431,"APOTEK SAHABAT",Padang,CAB07,TD,Apotek
IN6254,2022-02-02,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648,DUS,12,IDR,BRG0005,BRND005,203,SLCYL,CUST55544,"KLINIK DR. ANDRI",Lampung,CAB08,TA,Klinik
IN6255,2022-01-31,BRG0007,"ERGOTAMINE COFFEINE",4592,DUS,22,IDR,BRG0007,BRND007,206,ETIKAL,CUST55446,"APOTEK SAHABAT",Padang,CAB07,TA,Apotek
IN6256,2022-01-30,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,12,IDR,BRG0004,BRND004,201,VNS,CUST55463,"APOTEK MAJA",Kuningan,CAB02,TA,Apotek
IN6257,2022-04-14,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,5,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55615,"APOTEK MERDEKA",Bandung,CAB04,EPM,Apotek
IN6258,2022-01-27,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648,DUS,1,IDR,BRG0005,BRND005,203,SLCYL,CUST55484,"KLINIK DR. ANDRI",Lampung,CAB08,EPM,Klinik
IN6259,2022-02-01,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,19,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55405,"APOTEK MERDEKA",Bandung,CAB04,TA,Apotek
IN6260,2022-02-22,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648,DUS,10,IDR,BRG0005,BRND005,203,SLCYL,CUST55564,"KLINIK SAHABAT",Tangerang,CAB05,TA,Klinik
IN6261,2022-02-05,BRG0008,"TETRACYCLINE KAPSUL 250 MG",3992,DUS,24,IDR,BRG0008,BRND008,204,MARCKS,CUST55547,"KLINIK GM",Jakarta,CAB03,TA,Klinik
IN6262,2022-01-28,BRG0010,PARACETAMOL,6940,DUS,67,IDR,BRG0010,BRND010,208,SLCYL,CUST55419,"KLINIK GM",Jakarta,CAB03,TA,Klinik
IN6263,2022-01-31,BRG0003,AMPICILLIN,10691,DUS,130,IDR,BRG0003,BRND003,210,MARCKS,CUST55452,"APOTEK SINAR JAYA",Bekasi,CAB06,TA,Apotek
IN6264,2022-06-14,BRG0001,"ACYCLOVIR DUS",1170,DUS,15,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55690,"APOTEK MERDEKA",Bandung,CAB04,EPM,Apotek
IN6265,2022-04-30,BRG0009,"AMBROXOL HC",5781,DUS,25,IDR,BRG0009,BRND009,207,VNS,CUST55698,"APOTEK MERDEKA",Bandung,CAB04,TD,Apotek
IN6266,2022-02-01,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,34,IDR,BRG0002,BRND002,203,ETIKAL,CUST55531,"APOTEK MAJA",Kuningan,CAB02,EPM,Apotek
IN6267,2022-02-01,BRG0010,PARACETAMOL,6940,DUS,8,IDR,BRG0010,BRND010,208,SLCYL,CUST55459,"KLINIK SAHABAT",Tangerang,CAB05,TA,Klinik
IN6268,2022-06-16,BRG0003,AMPICILLIN,10691,DUS,25,IDR,BRG0003,BRND003,210,MARCKS,CUST55692,"APOTEK SINAR JAYA",Bekasi,CAB06,TA,Apotek
IN6269,2022-02-01,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,12,IDR,BRG0004,BRND004,201,VNS,CUST55453,"APOTEK SAHABAT",Padang,CAB07,EPM,Apotek
IN6270,2022-05-03,BRG0007,"ERGOTAMINE COFFEINE",4592,DUS,19,IDR,BRG0007,BRND007,206,ETIKAL,CUST55696,"APOTEK MAJA",Kuningan,CAB02,EPM,Apotek
IN6271,2022-04-03,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648,DUS,22,IDR,BRG0005,BRND005,203,SLCYL,CUST55604,"KLINIK DR. ANDRI",Lampung,CAB08,TA,Klinik
IN6272,2022-05-19,BRG0001,"ACYCLOVIR DUS",1170,DUS,98,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55650,"APOTEK TAPAK",Aceh,CAB01,TD,Apotek
IN6273,2022-05-03,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648,DUS,79,IDR,BRG0005,BRND005,203,SLCYL,CUST55634,"KLINIK DR. ANDRI",Lampung,CAB08,TD,Klinik
IN6274,2022-02-01,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,8,IDR,BRG0004,BRND004,201,VNS,CUST55423,"APOTEK SAHABAT",Padang,CAB07,EPM,Apotek
IN6275,2022-02-26,BRG0009,"AMBROXOL HC",5781,DUS,67,IDR,BRG0009,BRND009,207,VNS,CUST55568,"APOTEK MAJA",Kuningan,CAB02,EPM,Apotek
IN6276,2022-01-30,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,1,IDR,BRG0002,BRND002,203,ETIKAL,CUST55481,"KLINIK SAHABAT",Tangerang,CAB05,TD,Klinik
IN6277,2022-04-28,BRG0010,PARACETAMOL,6940,DUS,34,IDR,BRG0010,BRND010,208,SLCYL,CUST55629,"KLINIK GM",Jakarta,CAB03,EPM,Klinik
IN6278,2022-01-30,BRG0004,"TRAMADOL KAPSUL 50 MG",6940,DUS,14,IDR,BRG0004,BRND010,201,SLCYL,CUST55499,"KLINIK DR. ANDRI",Lampung,CAB08,TD,Klinik
IN6279,2022-01-30,BRG0004,"TRAMADOL KAPSUL 50 MG",6940,DUS,20,IDR,BRG0004,BRND010,201,SLCYL,CUST55529,"KLINIK DR. ANDRI",Lampung,CAB08,TD,Klinik
IN6280,2022-01-23,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648,DUS,1,IDR,BRG0005,BRND005,203,SLCYL,CUST55384,"KLINIK SAHABAT",Tangerang,CAB05,TD,Klinik
IN6281,2022-01-30,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,10,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55415,"APOTEK SINAR JAYA",Bekasi,CAB06,TA,Apotek
IN6282,2022-05-28,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,9,IDR,BRG0004,BRND004,201,VNS,CUST55673,"APOTEK MAJA",Kuningan,CAB02,EPM,Apotek
IN6283,2022-05-19,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648,DUS,10,IDR,BRG0005,BRND005,203,SLCYL,CUST55664,"KLINIK DR. ANDRI",Lampung,CAB08,TD,Klinik
IN6284,2022-01-23,BRG0001,"ACYCLOVIR DUS",1170,DUS,76,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55540,"APOTEK MERDEKA",Bandung,CAB04,TA,Apotek
IN6285,2022-05-15,BRG0001,"ACYCLOVIR DUS",4592,DUS,130,IDR,BRG0001,BRND007,206,ETIKAL,CUST55646,"KLINIK SAHABAT",Tangerang,CAB05,EPM,Klinik
IN6286,2022-01-23,BRG0003,AMPICILLIN,5781,DUS,120,IDR,BRG0003,BRND009,210,VNS,CUST55468,"APOTEK SAHABAT",Padang,CAB07,TD,Apotek
IN6287,2022-01-30,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,17,IDR,BRG0002,BRND002,203,ETIKAL,CUST55391,"KLINIK SAHABAT",Tangerang,CAB05,TD,Klinik
IN6288,2022-06-06,BRG0003,AMPICILLIN,10691,DUS,17,IDR,BRG0003,BRND003,210,MARCKS,CUST55682,"KLINIK GM",Jakarta,CAB03,TA,Klinik
IN6289,2022-01-23,BRG0003,AMPICILLIN,10691,DUS,25,IDR,BRG0003,BRND003,210,MARCKS,CUST55492,"APOTEK TAPAK",Aceh,CAB01,TD,Apotek
IN6290,2022-03-22,BRG0003,AMPICILLIN,10691,DUS,67,IDR,BRG0003,BRND003,210,MARCKS,CUST55592,"KLINIK GM",Jakarta,CAB03,EPM,Klinik
IN6291,2022-02-01,BRG0010,PARACETAMOL,6940,DUS,11,IDR,BRG0010,BRND010,208,SLCYL,CUST55489,"KLINIK SAHABAT",Tangerang,CAB05,TD,Klinik
IN6292,2022-01-28,BRG0002,"ALERGINE TABLET SALUT",3992,DUS,10,IDR,BRG0002,BRND008,203,MARCKS,CUST55467,"APOTEK SINAR JAYA",Bekasi,CAB06,EPM,Apotek
IN6293,2022-02-01,BRG0010,PARACETAMOL,6940,DUS,4,IDR,BRG0010,BRND010,208,SLCYL,CUST55519,"KLINIK SAHABAT",Tangerang,CAB05,TD,Klinik
IN6294,2022-05-03,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,98,IDR,BRG0002,BRND002,203,ETIKAL,CUST55711,"APOTEK MAJA",Kuningan,CAB02,TD,Apotek
IN6295,2022-05-22,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,8,IDR,BRG0004,BRND004,201,VNS,CUST55653,"APOTEK MERDEKA",Bandung,CAB04,EPM,Apotek
IN6296,2022-06-09,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,12,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55685,"APOTEK SINAR JAYA",Bekasi,CAB06,TA,Apotek
IN6297,2022-01-20,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,5,IDR,BRG0002,BRND002,203,ETIKAL,CUST55381,"APOTEK MAJA",Kuningan,CAB02,TD,Apotek
IN6298,2022-05-21,BRG0003,AMPICILLIN,10691,DUS,4,IDR,BRG0003,BRND003,210,MARCKS,CUST55652,"KLINIK GM",Jakarta,CAB03,TA,Klinik
IN6299,2022-01-27,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648,DUS,12,IDR,BRG0005,BRND005,203,SLCYL,CUST55514,"KLINIK DR. ANDRI",Lampung,CAB08,EPM,Klinik
IN6300,2022-02-01,BRG0008,"TETRACYCLINE KAPSUL 250 MG",3992,DUS,22,IDR,BRG0008,BRND008,204,MARCKS,CUST55507,"APOTEK TAPAK",Aceh,CAB01,EPM,Apotek
IN6301,2022-02-01,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,12,IDR,BRG0004,BRND004,201,VNS,CUST55393,"APOTEK SAHABAT",Padang,CAB07,EPM,Apotek
IN6302,2022-02-23,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,120,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55565,"APOTEK SINAR JAYA",Bekasi,CAB06,EPM,Apotek
IN6303,2022-01-28,BRG0010,PARACETAMOL,6940,DUS,95,IDR,BRG0010,BRND010,208,SLCYL,CUST55539,"KLINIK GM",Jakarta,CAB03,TD,Klinik
IN6304,2022-04-30,BRG0009,"AMBROXOL HC",5781,DUS,44,IDR,BRG0009,BRND009,207,VNS,CUST55728,"APOTEK MERDEKA",Bandung,CAB04,TD,Apotek
IN6305,2022-01-30,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,14,IDR,BRG0004,BRND004,201,VNS,CUST55493,"APOTEK MAJA",Kuningan,CAB02,TA,Apotek
IN6306,2022-01-27,BRG0001,"ACYCLOVIR DUS",1170,DUS,45,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55430,"APOTEK SINAR JAYA",Bekasi,CAB06,EPM,Apotek
IN6307,2022-01-23,BRG0007,"ERGOTAMINE COFFEINE",4592,DUS,14,IDR,BRG0007,BRND007,206,ETIKAL,CUST55396,"APOTEK MAJA",Kuningan,CAB02,EPM,Apotek
IN6308,2022-01-23,BRG0007,"ERGOTAMINE COFFEINE",4592,DUS,67,IDR,BRG0007,BRND007,206,ETIKAL,CUST55516,"APOTEK MAJA",Kuningan,CAB02,TD,Apotek
IN6309,2022-04-26,BRG0008,"TETRACYCLINE KAPSUL 250 MG",3992,DUS,45,IDR,BRG0008,BRND008,204,MARCKS,CUST55627,"APOTEK TAPAK",Aceh,CAB01,TD,Apotek
IN6310,2022-04-30,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,14,IDR,BRG0004,BRND004,201,VNS,CUST55693,"APOTEK SAHABAT",Padang,CAB07,EPM,Apotek
IN6311,2022-01-23,BRG0007,"ERGOTAMINE COFFEINE",4592,DUS,7,IDR,BRG0007,BRND007,206,ETIKAL,CUST55426,"APOTEK MAJA",Kuningan,CAB02,EPM,Apotek
IN6312,2022-05-02,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,34,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55725,"APOTEK TAPAK",Aceh,CAB01,TD,Apotek
IN6313,2022-04-20,BRG0001,"ACYCLOVIR DUS",1170,DUS,24,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55660,"APOTEK MERDEKA",Bandung,CAB04,TD,Apotek
IN6314,2022-01-28,BRG0002,"ALERGINE TABLET SALUT",3992,DUS,45,IDR,BRG0002,BRND008,203,MARCKS,CUST55527,"APOTEK SINAR JAYA",Bekasi,CAB06,TA,Apotek
IN6315,2022-04-21,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,14,IDR,BRG0004,BRND004,201,VNS,CUST55643,"APOTEK MAJA",Kuningan,CAB02,TD,Apotek
IN6316,2022-04-19,BRG0003,AMPICILLIN,10691,DUS,120,IDR,BRG0003,BRND003,210,MARCKS,CUST55662,"APOTEK SINAR JAYA",Bekasi,CAB06,TA,Apotek
IN6317,2022-01-23,BRG0003,AMPICILLIN,10691,DUS,10,IDR,BRG0003,BRND003,210,MARCKS,CUST55522,"APOTEK TAPAK",Aceh,CAB01,TD,Apotek
IN6318,2022-01-23,BRG0003,AMPICILLIN,10691,DUS,22,IDR,BRG0003,BRND003,210,MARCKS,CUST55462,"APOTEK TAPAK",Aceh,CAB01,TD,Apotek
IN6319,2022-02-11,BRG0004,"TRAMADOL KAPSUL 50 MG",8701,DUS,98,IDR,BRG0004,BRND004,201,VNS,CUST55553,"APOTEK MAJA",Kuningan,CAB02,TD,Apotek
IN6320,2022-02-01,BRG0006,"KETOCONAZOLE TABLET 200 MG",2819,DUS,67,IDR,BRG0006,BRND006,205,"OGB & PH",CUST55495,"APOTEK MERDEKA",Bandung,CAB04,TD,Apotek
IN6321,2022-01-31,BRG0001,"ACYCLOVIR DUS",1170,DUS,22,IDR,BRG0001,BRND001,206,"OGB & PH",CUST55410,"APOTEK TAPAK",Aceh,CAB01,EPM,Apotek
IN6322,2022-01-31,BRG0009,"AMBROXOL HC",5781,DUS,17,IDR,BRG0009,BRND009,207,VNS,CUST55488,"APOTEK MERDEKA",Bandung,CAB04,TD,Apotek
IN6323,2022-01-30,BRG0004,"TRAMADOL KAPSUL 50 MG",6940,DUS,6,IDR,BRG0004,BRND010,201,SLCYL,CUST55439,"KLINIK DR. ANDRI",Lampung,CAB08,TA,Klinik
IN6324,2022-06-10,BRG0007,"ERGOTAMINE COFFEINE",4592,DUS,25,IDR,BRG0007,BRND007,206,ETIKAL,CUST55686,"APOTEK SAHABAT",Padang,CAB07,EPM,Apotek
IN6325,2022-01-28,BRG0002,"ALERGINE TABLET SALUT",2338,DUS,9,IDR,BRG0002,BRND002,203,ETIKAL,CUST55521,"APOTEK SAHABAT",Padang,CAB07,EPM,Apotek
IN6326,2022-01-31,BRG0009,"AMBROXOL HC",5781,DUS,4,IDR,BRG0009,BRND009,207,VNS,CUST55458,"APOTEK MERDEKA",Bandung,CAB04,TD,Apotek
IN6327,2022-01-27,BRG0009,"AMBROXOL HC",5781,DUS,25,IDR,BRG0009,BRND009,207,VNS,CUST55448,"APOTEK MAJA",Kuningan,CAB02,TD,Apotek
